,OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,,PaymentMethod,OrderStatus,City,State,Country,SellerID
45254,ORD0045255,16-05-2022,CUST032924,Ritika Sharma,P00013,Action Camera,Books,Zenith,3,241.15,0,57.88,11.98,,Amazon Pay,Delivered,Philadelphia,PA,United States,SELL00051
62979,ORD0062980,15-10-2023,CUST048549,Ritika Joshi,P00031,Kids Toy Car,Books,CoreTech,4,302.5,0,60.5,1.2,,Amazon Pay,Delivered,Seattle,WA,United States,SELL00256
90991,ORD0090992,04-02-2020,CUST027123,Sneha Reddy,P00031,Kids Toy Car,Home & Kitchen,Apex,2,183.91,0.05,27.95,1.38,,Credit Card,Delivered,Denver,CO,United States,SELL00122
44211,ORD0044212,24-01-2020,CUST004935,Ritika Kapoor,P00020,Office Chair,Books,CoreTech,4,420.98,0.1,121.24,9.64,,Amazon Pay,Pending,Houston,TX,United States,SELL00525
20370,ORD0020371,13-08-2023,CUST025003,Arjun Patel,P00003,Smartphone Case,Sports & Outdoors,Apex,5,519.74,0.05,197.5,8.7,,Credit Card,Delivered,Dallas,TX,United States,SELL01417
65395,ORD0065396,21-11-2023,CUST002462,Simran Kapoor,P00008,4K Monitor,Home & Kitchen,KiddoFun,2,394.13,0,63.06,6.35,,Credit Card,Delivered,Columbus,OH,Australia,SELL01889
17043,ORD0017044,05-10-2022,CUST019636,Vivaan Gupta,P00032,Board Game,Home & Kitchen,Apex,3,386.47,0.15,118.26,5.34,,Credit Card,Shipped,Philadelphia,PA,United States,SELL01031
67085,ORD0067086,10-11-2024,CUST018893,Vivaan Joshi,P00040,Microphone,Electronics,FitLife,2,72.27,0,7.23,5.77,,UPI,Pending,Chicago,IL,United States,SELL00997
26186,ORD0026187,11-02-2022,CUST040008,Arjun Mehta,P00023,Cookware Set,Books,ReadMore,3,37.44,0.05,8.54,1.9,,UPI,Delivered,Washington,DC,United States,SELL00892
42257,ORD0042258,20-01-2021,CUST034221,Aman Kumar,P00028,Jeans,Sports & Outdoors,Zenith,5,173.87,0.15,88.67,9.89,,Debit Card,Delivered,San Francisco,CA,United States,SELL00428
71420,ORD0071421,19-08-2024,CUST038062,Anjali Singh,P00036,Smart Light Bulb,Sports & Outdoors,CoreTech,4,213.7,0,42.74,6.09,,Credit Card,Delivered,Philadelphia,PA,Canada,SELL01389
66828,ORD0066829,17-10-2022,CUST040254,Arjun Kumar,P00045,Phone Tripod,Books,HomeEase,3,418.17,0.05,95.34,3.04,,Credit Card,Shipped,San Antonio,TX,United States,SELL00189
80307,ORD0080308,08-12-2022,CUST008901,Simran Mehta,P00038,External HDD 2TB,Clothing,NexPro,2,575.41,0.25,155.36,4.2,,Debit Card,Delivered,San Diego,CA,United States,SELL00759
60739,ORD0060740,30-04-2020,CUST036807,Sunita Joshi,P00031,Kids Toy Car,Toys & Games,KiddoFun,2,293.06,0,70.33,12.3,,Debit Card,Delivered,Washington,DC,United States,SELL01485
48639,ORD0048640,18-11-2022,CUST028878,Vivaan Verma,P00028,Jeans,Home & Kitchen,Zenith,4,529.8,0,105.96,10.63,,Amazon Pay,Delivered,Houston,TX,United Kingdom,SELL00123
64356,ORD0064357,28-06-2023,CUST011372,Aman Kumar,P00048,Wireless Charger,Toys & Games,CoreTech,1,555.85,0.1,40.02,11.28,,Credit Card,Delivered,Houston,TX,United States,SELL00786
66063,ORD0066064,06-01-2023,CUST001301,Rohit Kumar,P00036,Smart Light Bulb,Sports & Outdoors,ReadMore,1,164.72,0.15,11.2,14.57,,Credit Card,Delivered,Austin,TX,United States,SELL01212
38237,ORD0038238,09-09-2020,CUST031230,Aman Reddy,P00003,Smartphone Case,Clothing,KiddoFun,3,120.22,0,43.28,1.24,,Debit Card,Delivered,Chicago,IL,United States,SELL00026
56991,ORD0056992,13-02-2023,CUST043789,Sunita Verma,P00022,Water Bottle,Home & Kitchen,UrbanStyle,4,115.5,0.1,20.79,8.63,,Credit Card,Delivered,Charlotte,NC,Canada,SELL00763
18752,ORD0018753,04-05-2023,CUST037918,Aman Patel,P00023,Cookware Set,Clothing,FitLife,2,496.78,0.2,0,9.48,,Credit Card,Pending,New York,NY,United States,SELL00093
82100,ORD0082101,31-08-2024,CUST043065,Vivaan Sharma,P00038,External HDD 2TB,Toys & Games,CoreTech,3,107.29,0.15,21.89,8.14,,UPI,Delivered,San Jose,CA,United States,SELL01889
16550,ORD0016551,20-08-2020,CUST039507,Neha Kapoor,P00032,Board Game,Toys & Games,KiddoFun,3,473.81,0,71.07,13.84,,Net Banking,Pending,San Jose,CA,United States,SELL01946
21615,ORD0021616,06-10-2021,CUST047451,Neha Patel,P00032,Board Game,Sports & Outdoors,HomeEase,5,356.75,0,0,6.84,,UPI,Pending,Jacksonville,FL,United States,SELL00283
51076,ORD0051077,06-08-2023,CUST012049,Sneha Singh,P00007,Mechanical Keyboard,Clothing,BrightLux,5,363.71,0.1,130.94,0.1,,Amazon Pay,Delivered,Austin,TX,Canada,SELL01819
42908,ORD0042909,12-03-2020,CUST026793,Neha Verma,P00041,Webcam Full HD,Toys & Games,FitLife,1,159.2,0.05,0,14.15,,Credit Card,Cancelled,Chicago,IL,United States,SELL01198
83453,ORD0083454,25-10-2022,CUST018463,Aarav Kumar,P00036,Smart Light Bulb,Clothing,ReadMore,2,250.79,0,25.08,12.78,,Debit Card,Shipped,Dallas,TX,United States,SELL01716
32988,ORD0032989,06-01-2022,CUST032482,Aditya Verma,P00025,Running Shoes,Toys & Games,HomeEase,3,312.56,0.05,71.26,2.15,,Credit Card,Delivered,Jacksonville,FL,United States,SELL01763
52292,ORD0052293,09-05-2024,CUST017166,Aditya Singh,P00050,Novel Bestseller,Electronics,HomeEase,2,430.58,0.05,40.91,12.22,,UPI,Delivered,Denver,CO,India,SELL00900
37384,ORD0037385,06-10-2021,CUST043698,Kabir Kapoor,P00009,Portable SSD 1TB,Electronics,HomeEase,3,72.75,0,0,10.96,,Credit Card,Delivered,Austin,TX,United States,SELL01264
85427,ORD0085428,18-01-2020,CUST018970,Neha Reddy,P00027,Winter Jacket,Home & Kitchen,NexPro,1,86.62,0.05,4.11,0.24,,Debit Card,Pending,Columbus,OH,India,SELL00300
54133,ORD0054134,29-02-2024,CUST013245,Mohit Sharma,P00014,Drone Mini,Clothing,UrbanStyle,3,204.52,0,0,1.46,,Credit Card,Delivered,San Antonio,TX,United States,SELL01560
28353,ORD0028354,01-11-2022,CUST042080,Sneha Joshi,P00016,Air Fryer,Toys & Games,KiddoFun,4,330.59,0.3,46.28,1.17,,Credit Card,Delivered,Columbus,OH,Canada,SELL01981
77699,ORD0077700,20-04-2024,CUST033288,Priya Sharma,P00009,Portable SSD 1TB,Toys & Games,FitLife,4,406.52,0.2,156.1,11.95,,Amazon Pay,Delivered,Washington,DC,United Kingdom,SELL01249
41296,ORD0041297,12-05-2020,CUST044440,Karan Gupta,P00029,T-Shirt,Electronics,KiddoFun,5,575.96,0,230.38,6.1,,Debit Card,Pending,San Jose,CA,United States,SELL01883
9720,ORD0009721,15-12-2022,CUST007236,Mohit Singh,P00029,T-Shirt,Home & Kitchen,KiddoFun,1,71.08,0.15,10.88,2.87,,Amazon Pay,Delivered,Columbus,OH,United States,SELL01640
53906,ORD0053907,24-03-2022,CUST046653,Karan Verma,P00028,Jeans,Home & Kitchen,NexPro,3,497.49,0,74.62,3.27,,UPI,Delivered,San Jose,CA,United States,SELL00081
2445,ORD0002446,16-04-2022,CUST017041,Karan Sharma,P00035,Desk Plant,Toys & Games,BrightLux,3,418.36,0.25,169.44,7.71,,Debit Card,Cancelled,San Diego,CA,India,SELL00107
24531,ORD0024532,07-03-2021,CUST011226,Mohit Joshi,P00016,Air Fryer,Books,NexPro,1,360.67,0.1,0,6.9,,Credit Card,Delivered,Indianapolis,IN,India,SELL01764
75768,ORD0075769,24-08-2022,CUST025318,Aditya Sharma,P00022,Water Bottle,Sports & Outdoors,Zenith,2,178.53,0.05,27.14,7.88,,Credit Card,Delivered,Indianapolis,IN,United States,SELL01551
33470,ORD0033471,10-11-2024,CUST017514,Rohit Mehta,P00024,Yoga Mat,Books,KiddoFun,4,74.5,0.15,20.26,12.9,,Debit Card,Returned,San Jose,CA,United States,SELL01951
36210,ORD0036211,16-05-2020,CUST036186,Sahil Sharma,P00024,Yoga Mat,Books,KiddoFun,1,128.21,0,6.41,10.77,,Debit Card,Delivered,Fort Worth,TX,United States,SELL01203
67505,ORD0067506,26-10-2024,CUST040996,Aman Sharma,P00049,Children's Book,Clothing,FitLife,4,434.05,0.15,73.79,13.81,,Credit Card,Delivered,Los Angeles,CA,India,SELL00702
97452,ORD0097453,29-08-2023,CUST006075,Kabir Verma,P00037,Router,Home & Kitchen,HomeEase,2,229.05,0.05,34.82,11.97,,Cash on Delivery,Delivered,San Antonio,TX,Canada,SELL01400
84019,ORD0084020,04-05-2021,CUST025922,Pooja Sharma,P00022,Water Bottle,Toys & Games,Zenith,1,259.72,0.05,0,5.27,,UPI,Delivered,Denver,CO,United States,SELL00552
9064,ORD0009065,03-06-2023,CUST003038,Ritika Kapoor,P00047,Memory Card 128GB,Toys & Games,NexPro,3,544.01,0,81.6,5.99,,Debit Card,Shipped,Los Angeles,CA,United States,SELL00241
7881,ORD0007882,20-08-2020,CUST020004,Anjali Reddy,P00010,Smartwatch,Clothing,ReadMore,5,117.89,0,47.16,6.38,,Cash on Delivery,Delivered,Los Angeles,CA,United States,SELL00213
73672,ORD0073673,19-11-2020,CUST044012,Mohit Singh,P00031,Kids Toy Car,Toys & Games,NexPro,4,472.23,0,151.11,12.86,,Credit Card,Shipped,Phoenix,AZ,India,SELL00598
92874,ORD0092875,26-02-2020,CUST043504,Vikas Joshi,P00011,Fitness Band,Books,NexPro,4,205.72,0.1,88.87,2.45,,Net Banking,Shipped,Fort Worth,TX,United Kingdom,SELL00890
20368,ORD0020369,17-07-2024,CUST036899,Simran Kapoor,P00006,Gaming Mouse,Clothing,Apex,5,49.02,0,12.26,11.75,,Debit Card,Delivered,Seattle,WA,United States,SELL00813
59406,ORD0059407,03-10-2020,CUST017153,Pooja Sharma,P00008,4K Monitor,Toys & Games,CoreTech,2,242.87,0,58.29,10.71,,UPI,Delivered,Dallas,TX,United States,SELL00305
93225,ORD0093226,17-05-2024,CUST043296,Vivaan Joshi,P00050,Novel Bestseller,Electronics,BrightLux,2,442.44,0.05,42.03,11.3,,UPI,Delivered,Jacksonville,FL,United States,SELL01630
89687,ORD0089688,28-02-2023,CUST049105,Vivaan Reddy,P00015,Instant Pot,Clothing,FitLife,1,317.83,0,15.89,0.43,,UPI,Delivered,San Diego,CA,India,SELL01898
76998,ORD0076999,14-07-2020,CUST032119,Aarav Kapoor,P00020,Office Chair,Sports & Outdoors,KiddoFun,5,380.88,0.05,144.73,5.98,,Credit Card,Delivered,San Antonio,TX,United States,SELL01048
7899,ORD0007900,22-11-2021,CUST046502,Vihaan Sharma,P00045,Phone Tripod,Books,Apex,2,513.37,0.2,98.57,14.54,,Net Banking,Delivered,Columbus,OH,United States,SELL00302
32758,ORD0032759,07-08-2024,CUST040605,Neha Kapoor,P00040,Microphone,Clothing,NexPro,1,134.31,0.05,22.97,9.41,,Credit Card,Delivered,Austin,TX,United States,SELL01477
87589,ORD0087590,15-06-2024,CUST027285,Sunita Verma,P00045,Phone Tripod,Home & Kitchen,Zenith,2,545.47,0,87.28,8.72,,Amazon Pay,Delivered,Charlotte,NC,United States,SELL01947
88426,ORD0088427,05-04-2024,CUST048704,Karan Joshi,P00046,Car Charger,Clothing,FitLife,5,514.19,0.05,122.12,12.64,,Amazon Pay,Shipped,San Francisco,CA,United States,SELL00253
58389,ORD0058390,12-10-2022,CUST025469,Aarav Kumar,P00039,Graphic Tablet,Books,CoreTech,2,105.12,0,10.51,12.64,,UPI,Delivered,Chicago,IL,India,SELL00384
4644,ORD0004645,30-07-2021,CUST037460,Mohit Kumar,P00039,Graphic Tablet,Sports & Outdoors,Zenith,2,178.72,0.15,24.31,14.33,,Debit Card,Delivered,Phoenix,AZ,United States,SELL00571
89213,ORD0089214,26-03-2022,CUST024648,Vihaan Patel,P00012,Noise Cancelling Headphones,Home & Kitchen,NexPro,4,469.02,0.05,142.58,1.94,,Amazon Pay,Delivered,New York,NY,United Kingdom,SELL01918
20337,ORD0020338,18-03-2020,CUST004903,Ritika Mehta,P00050,Novel Bestseller,Toys & Games,NexPro,2,406.81,0.05,38.65,11.98,,UPI,Delivered,Denver,CO,United States,SELL01872
92981,ORD0092982,17-01-2024,CUST014098,Vikas Mehta,P00025,Running Shoes,Home & Kitchen,FitLife,1,598.83,0.1,26.95,3.44,,Credit Card,Shipped,San Antonio,TX,United States,SELL00624
7720,ORD0007721,21-11-2024,CUST029607,Sunita Gupta,P00016,Air Fryer,Home & Kitchen,ReadMore,1,322.06,0,25.76,3.66,,Debit Card,Delivered,Dallas,TX,Canada,SELL01744
16693,ORD0016694,14-08-2024,CUST026337,Sunita Sharma,P00027,Winter Jacket,Electronics,BrightLux,5,112.73,0.05,26.77,2.05,,Debit Card,Delivered,Washington,DC,India,SELL01518
72962,ORD0072963,07-05-2023,CUST032091,Aarav Kapoor,P00013,Action Camera,Sports & Outdoors,ReadMore,1,232.28,0,27.87,3.1,,Debit Card,Delivered,Fort Worth,TX,India,SELL01024
31768,ORD0031769,15-06-2023,CUST028068,Aman Mehta,P00001,Wireless Earbuds,Electronics,Zenith,3,376.26,0,90.3,9.06,,Credit Card,Delivered,Charlotte,NC,United Kingdom,SELL01953
97142,ORD0097143,30-03-2022,CUST013274,Priya Reddy,P00036,Smart Light Bulb,Electronics,CoreTech,2,101.93,0.1,14.68,4.72,,UPI,Delivered,Chicago,IL,India,SELL00334
26607,ORD0026608,19-08-2021,CUST003614,Pooja Mehta,P00006,Gaming Mouse,Home & Kitchen,FitLife,4,284.44,0,56.89,6.36,,Credit Card,Delivered,San Francisco,CA,United States,SELL00405
7428,ORD0007429,10-05-2020,CUST036332,Priya Kumar,P00034,Desk Organizer,Clothing,BrightLux,3,488.33,0,263.7,4.59,,Credit Card,Delivered,Charlotte,NC,Australia,SELL00741
3411,ORD0003412,01-03-2023,CUST044109,Vihaan Singh,P00034,Desk Organizer,Toys & Games,Zenith,3,328.8,0,118.37,3.66,,Credit Card,Shipped,Los Angeles,CA,United States,SELL00456
32762,ORD0032763,15-02-2023,CUST004716,Arjun Kumar,P00043,HDMI Cable 2m,Home & Kitchen,CoreTech,2,369.73,0,36.97,5.03,,Debit Card,Delivered,Philadelphia,PA,United States,SELL00803
4673,ORD0004674,14-10-2024,CUST046576,Vikas Joshi,P00041,Webcam Full HD,Electronics,FitLife,3,238.89,0.25,26.88,10.36,,Credit Card,Delivered,Austin,TX,United States,SELL00975
98361,ORD0098362,12-08-2024,CUST030929,Vihaan Gupta,P00004,USB-C Charger,Books,FitLife,1,448.11,0.15,30.47,8.74,,Credit Card,Delivered,Indianapolis,IN,India,SELL00203
27030,ORD0027031,28-07-2024,CUST004449,Aditya Sharma,P00031,Kids Toy Car,Sports & Outdoors,Apex,5,34.49,0,8.62,9.18,,Debit Card,Delivered,Columbus,OH,United States,SELL00337
4101,ORD0004102,17-12-2024,CUST025706,Mohit Patel,P00022,Water Bottle,Books,ReadMore,3,49.97,0.15,0,1.88,,Net Banking,Delivered,Austin,TX,United States,SELL00523
95025,ORD0095026,30-03-2020,CUST010250,Priya Kapoor,P00016,Air Fryer,Clothing,Zenith,2,443.19,0,106.37,13.19,,Credit Card,Delivered,Los Angeles,CA,Australia,SELL00595
17412,ORD0017413,24-04-2021,CUST038621,Simran Gupta,P00011,Fitness Band,Books,BrightLux,1,543.44,0.1,24.45,4.49,,Cash on Delivery,Delivered,Jacksonville,FL,United States,SELL01267
35467,ORD0035468,05-08-2022,CUST032661,Vihaan Reddy,P00036,Smart Light Bulb,Electronics,Zenith,1,130.85,0.05,9.94,9.31,,Debit Card,Shipped,Austin,TX,United States,SELL01193
82655,ORD0082656,19-08-2024,CUST021454,Karan Singh,P00032,Board Game,Sports & Outdoors,NexPro,2,166.32,0.1,23.95,13.73,,Amazon Pay,Delivered,Fort Worth,TX,United States,SELL01355
93877,ORD0093878,15-04-2020,CUST043779,Mohit Singh,P00006,Gaming Mouse,Clothing,HomeEase,5,518.21,0,129.55,4.55,,Credit Card,Delivered,Fort Worth,TX,United States,SELL01935
69025,ORD0069026,17-06-2023,CUST038656,Aarav Verma,P00044,Power Bank 20000mAh,Clothing,Apex,2,440.55,0,0,11.78,,Credit Card,Delivered,Fort Worth,TX,India,SELL00348
25176,ORD0025177,16-10-2021,CUST002953,Aarav Mehta,P00013,Action Camera,Electronics,ReadMore,5,408.39,0.05,155.19,14.69,,Debit Card,Shipped,Chicago,IL,United Kingdom,SELL00329
98756,ORD0098757,16-08-2021,CUST013433,Vivaan Sharma,P00030,Dress Shirt,Books,FitLife,1,553.53,0.1,24.91,1.19,,Credit Card,Delivered,San Jose,CA,United States,SELL01320
98594,ORD0098595,28-02-2021,CUST036222,Anjali Joshi,P00046,Car Charger,Electronics,Zenith,1,218.72,0,10.94,7.42,,Credit Card,Delivered,Jacksonville,FL,United States,SELL01874
38637,ORD0038638,06-01-2023,CUST019865,Aman Verma,P00050,Novel Bestseller,Home & Kitchen,KiddoFun,1,264.81,0.15,27.01,14.77,,Credit Card,Delivered,Chicago,IL,United States,SELL00801
13168,ORD0013169,25-01-2021,CUST042696,Neha Mehta,P00015,Instant Pot,Sports & Outdoors,Zenith,2,385.14,0.2,49.3,0.25,,UPI,Shipped,Fort Worth,TX,United States,SELL01251
2922,ORD0002923,12-01-2023,CUST021409,Aarav Gupta,P00029,T-Shirt,Home & Kitchen,FitLife,2,493.31,0,177.59,12.94,,Amazon Pay,Returned,Washington,DC,Canada,SELL01909
3469,ORD0003470,09-01-2022,CUST009249,Aditya Verma,P00031,Kids Toy Car,Books,NexPro,3,391.56,0.2,112.77,6.61,,UPI,Delivered,Charlotte,NC,United States,SELL00988
70276,ORD0070277,11-10-2021,CUST028427,Arjun Reddy,P00024,Yoga Mat,Home & Kitchen,NexPro,4,533.88,0.05,162.3,12.02,,Cash on Delivery,Delivered,Phoenix,AZ,United States,SELL00621
30701,ORD0030702,01-08-2020,CUST043210,Mohit Singh,P00026,Sunglasses,Books,KiddoFun,4,223.56,0.1,40.24,3.06,,Credit Card,Shipped,Fort Worth,TX,United States,SELL00226
56520,ORD0056521,11-02-2021,CUST016589,Neha Kapoor,P00009,Portable SSD 1TB,Clothing,Zenith,5,335.24,0,83.81,14.79,,Credit Card,Delivered,Washington,DC,Canada,SELL00672
57434,ORD0057435,18-10-2024,CUST026918,Aditya Verma,P00042,Projector Mini,Sports & Outdoors,FitLife,2,159.28,0.05,15.13,14.58,,Debit Card,Cancelled,Philadelphia,PA,United States,SELL00901
94782,ORD0094783,26-05-2024,CUST045264,Simran Patel,P00042,Projector Mini,Toys & Games,BrightLux,3,315.33,0.1,68.11,6.07,,Net Banking,Delivered,Philadelphia,PA,United States,SELL00289
93010,ORD0093011,28-07-2023,CUST035324,Priya Sharma,P00025,Running Shoes,Sports & Outdoors,ReadMore,4,114.86,0,82.7,11.53,,Net Banking,Delivered,Indianapolis,IN,United States,SELL01954
42018,ORD0042019,13-08-2020,CUST006591,Aditya Verma,P00039,Graphic Tablet,Clothing,Zenith,3,460.58,0.05,157.52,10.66,,Credit Card,Delivered,Indianapolis,IN,United States,SELL00802
69830,ORD0069831,11-11-2020,CUST027301,Anjali Reddy,P00048,Wireless Charger,Sports & Outdoors,Zenith,4,444.16,0.15,75.51,4.28,,UPI,Delivered,Jacksonville,FL,United States,SELL00438
46630,ORD0046631,03-12-2021,CUST026048,Simran Kapoor,P00030,Dress Shirt,Electronics,BrightLux,3,108.47,0.05,24.73,0.43,,Debit Card,Delivered,Los Angeles,CA,United States,SELL00166
53684,ORD0053685,14-01-2022,CUST010628,Neha Sharma,P00007,Mechanical Keyboard,Clothing,HomeEase,4,73.22,0.05,13.91,5.01,,Debit Card,Delivered,Houston,TX,United States,SELL01769
70851,ORD0070852,24-04-2023,CUST049029,Sunita Singh,P00018,Vacuum Cleaner,Sports & Outdoors,CoreTech,5,148.49,0.05,56.43,4.81,,Debit Card,Delivered,Los Angeles,CA,United States,SELL00188
81089,ORD0081090,02-09-2022,CUST034619,Simran Sharma,P00023,Cookware Set,Sports & Outdoors,BrightLux,1,117.18,0.1,18.98,10.53,,Amazon Pay,Delivered,Seattle,WA,United States,SELL00760
43680,ORD0043681,30-01-2021,CUST005725,Arjun Kapoor,P00039,Graphic Tablet,Electronics,FitLife,2,406.84,0.15,34.58,8.93,,Debit Card,Shipped,Dallas,TX,United States,SELL00389
75025,ORD0075026,04-07-2021,CUST043686,Vivaan Singh,P00006,Gaming Mouse,Clothing,CoreTech,3,498.8,0,74.82,8.71,,UPI,Delivered,San Francisco,CA,United States,SELL01016
43190,ORD0043191,18-12-2023,CUST025289,Aarav Verma,P00020,Office Chair,Books,HomeEase,2,302.56,0.25,81.69,13.55,,Cash on Delivery,Delivered,Washington,DC,United States,SELL00875
5692,ORD0005693,13-06-2022,CUST022593,Anjali Patel,P00024,Yoga Mat,Home & Kitchen,ReadMore,4,486.05,0.2,0,13.1,,UPI,Returned,Jacksonville,FL,United States,SELL01628
13637,ORD0013638,04-04-2020,CUST011510,Simran Joshi,P00030,Dress Shirt,Electronics,Zenith,3,39.26,0,14.13,11.75,,Debit Card,Delivered,New York,NY,United States,SELL01409
4338,ORD0004339,26-04-2024,CUST021330,Karan Reddy,P00041,Webcam Full HD,Toys & Games,FitLife,2,548.87,0.15,46.65,3.54,,Credit Card,Delivered,Columbus,OH,United States,SELL01061
98494,ORD0098495,07-08-2020,CUST000433,Sahil Reddy,P00041,Webcam Full HD,Sports & Outdoors,HomeEase,3,271.73,0,40.76,14.35,,Credit Card,Delivered,San Jose,CA,United States,SELL01512
66624,ORD0066625,06-06-2024,CUST028430,Mohit Singh,P00042,Projector Mini,Clothing,KiddoFun,1,450.24,0,22.51,9.92,,Cash on Delivery,Delivered,San Antonio,TX,United States,SELL01453
76458,ORD0076459,22-09-2021,CUST014272,Aarav Reddy,P00033,Puzzle 1000pc,Books,ReadMore,1,208.65,0,16.69,3.74,,Credit Card,Delivered,Philadelphia,PA,United States,SELL00067
12256,ORD0012257,29-04-2024,CUST038211,Kabir Joshi,P00008,4K Monitor,Toys & Games,Apex,5,486.1,0.1,262.49,2.95,,Cash on Delivery,Delivered,Houston,TX,United States,SELL01824
54093,ORD0054094,22-02-2021,CUST041558,Sunita Sharma,P00039,Graphic Tablet,Home & Kitchen,Apex,5,237.58,0.1,85.53,4.54,,Credit Card,Delivered,Phoenix,AZ,United States,SELL00567
21871,ORD0021872,14-09-2022,CUST015136,Neha Gupta,P00046,Car Charger,Books,Zenith,3,213.44,0.1,69.15,3.64,,Credit Card,Delivered,Phoenix,AZ,United States,SELL00043
61315,ORD0061316,04-02-2020,CUST000857,Aarav Singh,P00024,Yoga Mat,Clothing,KiddoFun,2,294.47,0.2,23.56,1.83,,Credit Card,Cancelled,Philadelphia,PA,United States,SELL01663
38811,ORD0038812,10-06-2024,CUST038219,Mohit Patel,P00040,Microphone,Home & Kitchen,UrbanStyle,3,108.19,0.05,15.42,0.25,,Credit Card,Shipped,Fort Worth,TX,United States,SELL01473
2150,ORD0002151,03-04-2021,CUST036167,Kabir Sharma,P00016,Air Fryer,Home & Kitchen,Apex,3,361.02,0.1,116.97,3.26,,UPI,Delivered,Seattle,WA,United States,SELL00952
24340,ORD0024341,27-02-2023,CUST028586,Neha Reddy,P00031,Kids Toy Car,Clothing,ReadMore,5,518.65,0,207.46,13.44,,Amazon Pay,Delivered,Charlotte,NC,United States,SELL00105
93700,ORD0093701,19-09-2022,CUST044405,Sunita Verma,P00034,Desk Organizer,Clothing,Zenith,1,514.63,0,61.76,9.94,,Credit Card,Delivered,Phoenix,AZ,India,SELL00623
72980,ORD0072981,23-12-2021,CUST021648,Aditya Sharma,P00014,Drone Mini,Clothing,BrightLux,4,166.1,0.15,67.77,1.03,,Credit Card,Delivered,Dallas,TX,India,SELL01896
74762,ORD0074763,04-06-2024,CUST039221,Kabir Kumar,P00011,Fitness Band,Toys & Games,HomeEase,5,321.43,0.05,183.22,9.27,,Credit Card,Delivered,Columbus,OH,United States,SELL00144
2106,ORD0002107,06-12-2023,CUST002119,Vihaan Reddy,P00010,Smartwatch,Electronics,KiddoFun,3,534.47,0.05,121.86,1.58,,Amazon Pay,Delivered,Fort Worth,TX,United States,SELL00599
48297,ORD0048298,01-12-2022,CUST021497,Vikas Verma,P00007,Mechanical Keyboard,Electronics,ReadMore,3,574.79,0.15,117.26,5.05,,Debit Card,Delivered,Dallas,TX,United States,SELL00743
10171,ORD0010172,17-08-2021,CUST023615,Vivaan Kumar,P00022,Water Bottle,Home & Kitchen,NexPro,1,139.37,0,6.97,4.32,,Debit Card,Delivered,New York,NY,India,SELL01835
35394,ORD0035395,28-03-2022,CUST021860,Neha Reddy,P00015,Instant Pot,Books,BrightLux,1,589.86,0.05,67.24,1.72,,Credit Card,Delivered,Fort Worth,TX,United States,SELL00007
45659,ORD0045660,20-01-2020,CUST019124,Sunita Sharma,P00005,Laptop Sleeve,Clothing,Apex,5,419.4,0,251.64,7.64,,Credit Card,Delivered,Washington,DC,India,SELL01588
94518,ORD0094519,04-10-2023,CUST008498,Simran Kumar,P00039,Graphic Tablet,Clothing,Zenith,2,116,0.05,26.45,9.96,,Net Banking,Pending,Jacksonville,FL,United States,SELL00643
38441,ORD0038442,12-04-2020,CUST028886,Aditya Kapoor,P00047,Memory Card 128GB,Home & Kitchen,ReadMore,3,311.85,0.05,0,11.5,,Amazon Pay,Delivered,Austin,TX,United States,SELL00440
13860,ORD0013861,15-08-2020,CUST008445,Karan Mehta,P00045,Phone Tripod,Sports & Outdoors,KiddoFun,2,258.12,0,61.95,8.79,,UPI,Delivered,San Antonio,TX,Canada,SELL01441
30945,ORD0030946,19-11-2021,CUST001317,Aman Reddy,P00034,Desk Organizer,Home & Kitchen,CoreTech,5,89.25,0.1,72.29,1.97,,Credit Card,Shipped,Seattle,WA,United States,SELL01593
