,OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID,TotalAmountPredictionByModel,TotalAmount_Original
7483,ORD0007484,22-07-2023,CUST023989,Vihaan Kumar,P00041,Webcam Full HD,Sports & Outdoors,UrbanStyle,2,115.59,0.25,8.67,13.54,195.59,Debit Card,Delivered,Houston,TX,United States,SELL01963,194.0349,195.59
83869,ORD0083870,01-08-2024,CUST047531,Simran Kapoor,P00024,Yoga Mat,Toys & Games,FitLife,5,148.65,0,37.16,3.47,783.88,Debit Card,Delivered,Denver,CO,United States,SELL01844,785.217,783.88
55864,ORD0055865,27-12-2023,CUST036410,Arjun Verma,P00028,Jeans,Clothing,HomeEase,1,248.24,0.05,18.87,1.92,256.62,Debit Card,Shipped,San Jose,CA,United States,SELL01881,257.6469,256.62
42645,ORD0042646,14-09-2023,CUST012061,Karan Singh,P00021,Backpack,Sports & Outdoors,ReadMore,1,341.67,0.05,16.23,14.8,355.62,Credit Card,Returned,San Diego,CA,United States,SELL01358,354.7805,355.62
96279,ORD0096280,13-09-2024,CUST039187,Ritika Kapoor,P00009,Portable SSD 1TB,Home & Kitchen,CoreTech,4,225.81,0.15,92.13,1.15,861.03,UPI,Delivered,San Jose,CA,Canada,SELL01336,856.172,861.03
2548,ORD0002549,16-04-2023,CUST004959,Sahil Gupta,P00023,Cookware Set,Books,BrightLux,3,417.03,0.2,0,5.51,1006.38,Credit Card,Delivered,Charlotte,NC,United Kingdom,SELL01730,1015.2202,1006.38
64069,ORD0064070,04-05-2021,CUST014755,Arjun Gupta,P00033,Puzzle 1000pc,Toys & Games,HomeEase,5,408.26,0.15,86.76,5.52,1827.38,UPI,Delivered,Philadelphia,PA,United States,SELL01937,1829.0996,1827.38
39436,ORD0039437,13-02-2024,CUST030269,Aditya Singh,P00048,Wireless Charger,Home & Kitchen,ReadMore,4,372.94,0,268.52,0.16,1760.44,Debit Card,Delivered,Jacksonville,FL,India,SELL01742,1761.9167,1760.44
22845,ORD0022846,25-03-2023,CUST017597,Vikas Verma,P00021,Backpack,Toys & Games,NexPro,3,27.27,0.05,9.33,9.2,96.25,Credit Card,Delivered,Houston,TX,Australia,SELL00715,97.4509,96.25
68122,ORD0068123,06-01-2023,CUST033670,Rohit Joshi,P00044,Power Bank 20000mAh,Clothing,Apex,1,129.67,0.15,13.23,3.34,126.79,Credit Card,Returned,Indianapolis,IN,Australia,SELL00786,127.7635,126.79
56657,ORD0056658,04-08-2023,CUST027795,Pooja Verma,P00021,Backpack,Clothing,UrbanStyle,3,264.42,0.15,53.94,11.1,739.31,Credit Card,Delivered,Charlotte,NC,United States,SELL01256,737.8814,739.31
19757,ORD0019758,13-04-2020,CUST048250,Vihaan Kapoor,P00028,Jeans,Toys & Games,KiddoFun,4,283.66,0.1,0,14.75,1035.93,Debit Card,Delivered,New York,NY,United States,SELL01049,1050.3107,1035.93
43548,ORD0043549,29-04-2020,CUST000295,Arjun Patel,P00039,Graphic Tablet,Electronics,Zenith,5,426.16,0.2,306.84,0.24,2011.72,Credit Card,Delivered,Dallas,TX,Canada,SELL00929,2007.9828,2011.72
70218,ORD0070219,27-06-2020,CUST044030,Priya Kapoor,P00045,Phone Tripod,Books,KiddoFun,4,369.55,0,177.38,10,1665.58,Credit Card,Delivered,San Diego,CA,United Kingdom,SELL01048,1665.2084,1665.58
67243,ORD0067244,15-05-2021,CUST036970,Karan Kumar,P00008,4K Monitor,Toys & Games,NexPro,3,259.29,0.3,65.34,12.11,621.96,UPI,Delivered,Columbus,OH,United States,SELL01952,625.6148,621.96
92247,ORD0092248,25-05-2024,CUST001253,Aditya Patel,P00037,Router,Books,Zenith,1,536.39,0,26.82,1.17,564.38,Credit Card,Delivered,Philadelphia,PA,United States,SELL00496,565.9468,564.38
26450,ORD0026451,08-04-2021,CUST020259,Vihaan Gupta,P00018,Vacuum Cleaner,Home & Kitchen,NexPro,5,267.08,0.15,90.81,0.53,1226.43,Amazon Pay,Delivered,New York,NY,Canada,SELL01295,1226.7969,1226.43
49908,ORD0049909,19-09-2023,CUST016896,Pooja Singh,P00048,Wireless Charger,Sports & Outdoors,CoreTech,2,166.31,0,26.61,1.08,360.31,UPI,Delivered,Seattle,WA,United States,SELL01352,360.9818,360.31
23888,ORD0023889,15-04-2022,CUST006447,Karan Joshi,P00036,Smart Light Bulb,Home & Kitchen,CoreTech,4,228.76,0.1,41.18,4.17,868.89,Credit Card,Shipped,Austin,TX,India,SELL00688,868.8673,868.89
2464,ORD0002465,06-06-2023,CUST020564,Pooja Singh,P00019,LED Desk Lamp,Toys & Games,UrbanStyle,2,458.32,0,45.83,11.32,973.79,Debit Card,Shipped,San Jose,CA,India,SELL00289,973.0743,973.79
41865,ORD0041866,20-04-2020,CUST048574,Arjun Singh,P00050,Novel Bestseller,Sports & Outdoors,BrightLux,1,415.66,0.25,24.94,0.27,336.96,Amazon Pay,Delivered,Chicago,IL,Australia,SELL00131,339.7818,336.96
23079,ORD0023080,23-10-2022,CUST033396,Kabir Gupta,P00021,Backpack,Home & Kitchen,UrbanStyle,2,424.39,0.1,0,3.85,767.75,Debit Card,Delivered,Washington,DC,Australia,SELL01435,772.3069,767.75
13880,ORD0013881,11-06-2023,CUST038813,Sunita Verma,P00012,Noise Cancelling Headphones,Books,ReadMore,2,203.73,0.05,30.97,13.43,431.49,Cash on Delivery,Cancelled,Indianapolis,IN,United States,SELL01541,428.1153,431.49
15779,ORD0015780,27-09-2023,CUST019524,Neha Kumar,P00027,Winter Jacket,Clothing,HomeEase,5,271.54,0.15,138.49,8.88,1301.42,Credit Card,Shipped,Philadelphia,PA,United States,SELL01500,1301.1468,1301.42
23188,ORD0023189,20-07-2021,CUST000830,Sneha Patel,P00049,Children's Book,Electronics,HomeEase,5,104.58,0.15,35.56,6.12,486.14,Debit Card,Delivered,San Jose,CA,United States,SELL01910,486.48,486.14
61102,ORD0061103,03-12-2022,CUST016779,Mohit Gupta,P00022,Water Bottle,Electronics,ReadMore,1,237.99,0.1,0,1.2,215.39,Amazon Pay,Delivered,Columbus,OH,United States,SELL01581,216.7295,215.39
47722,ORD0047723,23-10-2024,CUST016736,Simran Kumar,P00044,Power Bank 20000mAh,Books,FitLife,1,82.97,0,6.64,8.99,98.6,Amazon Pay,Delivered,Denver,CO,Australia,SELL00135,98.4384,98.6
72731,ORD0072732,15-12-2023,CUST047059,Priya Singh,P00035,Desk Plant,Toys & Games,UrbanStyle,4,585.11,0.1,105.32,2.44,2214.16,Credit Card,Delivered,New York,NY,United States,SELL00994,2215.0252,2214.16
16128,ORD0016129,26-03-2022,CUST001794,Rohit Kapoor,P00049,Children's Book,Books,Apex,4,511.8,0.1,92.12,14.11,1948.71,Credit Card,Cancelled,Columbus,OH,United Kingdom,SELL00357,1944.7398,1948.71
98592,ORD0098593,07-07-2021,CUST026619,Arjun Singh,P00043,HDMI Cable 2m,Books,CoreTech,4,355.83,0,113.87,14.54,1551.73,UPI,Delivered,San Jose,CA,United States,SELL01233,1549.3066,1551.73
16733,ORD0016734,25-02-2024,CUST011727,Sneha Patel,P00015,Instant Pot,Electronics,FitLife,5,558.95,0,139.74,3.31,2937.8,Credit Card,Delivered,San Francisco,CA,United States,SELL01548,2938.7151,2937.8
40779,ORD0040780,07-11-2024,CUST001828,Sneha Verma,P00013,Action Camera,Home & Kitchen,CoreTech,4,93.09,0.15,25.32,8.41,350.24,Debit Card,Delivered,San Antonio,TX,United States,SELL00106,352.1295,350.24
53704,ORD0053705,06-07-2022,CUST007811,Rohit Joshi,P00042,Projector Mini,Clothing,FitLife,5,430.53,0,258.32,12.03,2423,Credit Card,Shipped,Charlotte,NC,India,SELL00324,2420.6519,2423
88383,ORD0088384,10-10-2023,CUST039395,Karan Reddy,P00040,Microphone,Books,Apex,3,590.39,0,88.56,5.85,1865.58,Credit Card,Returned,San Francisco,CA,United States,SELL01935,1865.3983,1865.58
45941,ORD0045942,21-07-2021,CUST038629,Priya Sharma,P00019,LED Desk Lamp,Books,KiddoFun,3,358.44,0,86.03,0.14,1161.49,Amazon Pay,Delivered,Los Angeles,CA,India,SELL00766,1162.8214,1161.49
69611,ORD0069612,26-12-2021,CUST033193,Aarav Verma,P00003,Smartphone Case,Sports & Outdoors,FitLife,2,269.84,0,64.76,14.15,618.59,Amazon Pay,Delivered,Denver,CO,United States,SELL01172,615.483,618.59
57954,ORD0057955,19-05-2021,CUST038549,Arjun Mehta,P00034,Desk Organizer,Electronics,FitLife,1,568.51,0,28.43,6.91,603.85,UPI,Delivered,Dallas,TX,Canada,SELL00487,604.1849,603.85
70962,ORD0070963,30-12-2020,CUST039533,Vivaan Joshi,P00028,Jeans,Sports & Outdoors,NexPro,1,45.44,0,0,7.47,52.91,UPI,Delivered,Philadelphia,PA,United States,SELL00768,53.0786,52.91
18371,ORD0018372,05-06-2024,CUST019379,Mohit Mehta,P00038,External HDD 2TB,Sports & Outdoors,FitLife,4,245.45,0.1,0,1.4,885.02,Net Banking,Delivered,Denver,CO,India,SELL00280,890.3591,885.02
19674,ORD0019675,26-05-2021,CUST027035,Simran Sharma,P00021,Backpack,Electronics,FitLife,4,550.47,0.2,0,14.37,1775.87,Debit Card,Delivered,Dallas,TX,United States,SELL01044,1780.6585,1775.87
16023,ORD0016024,21-11-2021,CUST037516,Sahil Singh,P00029,T-Shirt,Sports & Outdoors,UrbanStyle,2,253.48,0,40.56,11.47,558.99,Credit Card,Delivered,Indianapolis,IN,India,SELL00024,557.4554,558.99
37354,ORD0037355,29-03-2024,CUST013553,Aman Patel,P00041,Webcam Full HD,Home & Kitchen,FitLife,1,362.79,0.05,0,11.26,355.91,Net Banking,Shipped,Seattle,WA,United States,SELL00552,356.3062,355.91
67423,ORD0067424,10-12-2020,CUST021407,Arjun Kumar,P00016,Air Fryer,Home & Kitchen,HomeEase,1,37.28,0.2,1.49,6.18,37.49,Credit Card,Delivered,San Francisco,CA,United States,SELL00904,37.8036,37.49
53084,ORD0053085,29-08-2024,CUST016905,Mohit Mehta,P00010,Smartwatch,Sports & Outdoors,ReadMore,1,22.54,0.05,1.07,0.42,22.9,Amazon Pay,Delivered,Denver,CO,United States,SELL00094,23.2318,22.9
18370,ORD0018371,06-05-2021,CUST024390,Arjun Sharma,P00020,Office Chair,Electronics,Apex,4,43.31,0,20.79,10.84,204.87,Amazon Pay,Returned,Denver,CO,India,SELL01084,202.1623,204.87
33298,ORD0033299,16-08-2022,CUST033198,Simran Reddy,P00013,Action Camera,Toys & Games,NexPro,5,7.12,0.05,1.69,7.21,42.72,Debit Card,Delivered,San Francisco,CA,United States,SELL01878,42.629,42.72
88529,ORD0088530,20-08-2022,CUST021633,Vikas Joshi,P00037,Router,Clothing,HomeEase,2,405.33,0.25,48.64,8.36,665,Debit Card,Returned,Denver,CO,United States,SELL00591,663.5682,665
14312,ORD0014313,30-04-2023,CUST036641,Sneha Sharma,P00018,Vacuum Cleaner,Home & Kitchen,Zenith,3,126.64,0,19,2.58,401.5,UPI,Delivered,Los Angeles,CA,United States,SELL01793,401.3558,401.5
15888,ORD0015889,04-04-2020,CUST038356,Ritika Gupta,P00043,HDMI Cable 2m,Home & Kitchen,FitLife,4,483.64,0,96.73,1.35,2032.64,Debit Card,Delivered,Dallas,TX,United States,SELL01505,2033.5139,2032.64
9661,ORD0009662,17-05-2021,CUST025949,Anjali Reddy,P00031,Kids Toy Car,Electronics,FitLife,1,86.79,0.2,5.55,11.02,86,Credit Card,Delivered,Dallas,TX,Canada,SELL01996,85.8918,86
25886,ORD0025887,05-12-2022,CUST003679,Karan Patel,P00009,Portable SSD 1TB,Electronics,ReadMore,4,506.36,0,162.04,6.19,2193.67,Amazon Pay,Delivered,Philadelphia,PA,India,SELL00191,2192.5965,2193.67
87379,ORD0087380,26-10-2022,CUST039602,Vihaan Reddy,P00032,Board Game,Books,KiddoFun,2,490.24,0.05,46.57,5.14,983.17,Cash on Delivery,Delivered,San Jose,CA,India,SELL01968,984.3912,983.17
85804,ORD0085805,20-07-2023,CUST007564,Priya Patel,P00038,External HDD 2TB,Clothing,CoreTech,1,442.69,0.15,18.81,4.44,399.54,Credit Card,Delivered,Dallas,TX,United States,SELL01226,400.2848,399.54
79227,ORD0079228,18-10-2020,CUST028939,Aditya Kapoor,P00003,Smartphone Case,Sports & Outdoors,Zenith,1,25.59,0,2.05,7.03,34.67,Debit Card,Delivered,San Jose,CA,United States,SELL00933,34.5015,34.67
4883,ORD0004884,06-12-2023,CUST022786,Karan Kumar,P00032,Board Game,Sports & Outdoors,NexPro,5,111.51,0,27.88,7.22,592.65,Debit Card,Delivered,San Antonio,TX,Canada,SELL00221,592.5233,592.65
52740,ORD0052741,03-09-2020,CUST032956,Aman Joshi,P00029,T-Shirt,Sports & Outdoors,Zenith,4,428.25,0.1,123.34,7.73,1672.77,Credit Card,Delivered,New York,NY,United States,SELL01090,1672.6442,1672.77
24574,ORD0024575,23-10-2023,CUST020965,Priya Verma,P00030,Dress Shirt,Electronics,ReadMore,3,91.23,0.05,20.8,5.36,286.17,Credit Card,Delivered,Phoenix,AZ,Australia,SELL00070,286.8193,286.17
86250,ORD0086251,14-09-2023,CUST017345,Aditya Mehta,P00023,Cookware Set,Clothing,CoreTech,1,206.27,0.05,15.68,8.26,219.9,Credit Card,Delivered,San Antonio,TX,Canada,SELL01633,220.1898,219.9
43737,ORD0043738,13-07-2021,CUST034659,Aman Joshi,P00012,Noise Cancelling Headphones,Home & Kitchen,NexPro,4,281.32,0,56.26,0.67,1182.21,UPI,Cancelled,Philadelphia,PA,India,SELL01556,1183.8211,1182.21
40465,ORD0040466,29-09-2022,CUST019110,Ritika Verma,P00039,Graphic Tablet,Books,BrightLux,1,495.39,0,0,3.91,499.3,Debit Card,Shipped,Charlotte,NC,United States,SELL00473,498.4865,499.3
33184,ORD0033185,24-09-2023,CUST030266,Anjali Kumar,P00007,Mechanical Keyboard,Books,Apex,5,65.19,0.05,24.77,8.46,342.88,Cash on Delivery,Delivered,Indianapolis,IN,Canada,SELL01677,342.843,342.88
6216,ORD0006217,09-08-2022,CUST002309,Sahil Kapoor,P00031,Kids Toy Car,Toys & Games,HomeEase,5,221.17,0.2,0,10.42,895.1,Credit Card,Delivered,Denver,CO,Canada,SELL00614,900.505,895.1
50011,ORD0050012,14-06-2022,CUST030626,Aman Kumar,P00034,Desk Organizer,Books,UrbanStyle,4,451.89,0,144.6,7.53,1959.69,Cash on Delivery,Delivered,Chicago,IL,United States,SELL00557,1960.4516,1959.69
46103,ORD0046104,21-03-2021,CUST049142,Vikas Singh,P00042,Projector Mini,Books,HomeEase,4,186.91,0,37.38,2.34,787.36,Credit Card,Delivered,Dallas,TX,India,SELL00123,788.0553,787.36
7542,ORD0007543,29-11-2020,CUST019785,Sneha Joshi,P00039,Graphic Tablet,Electronics,ReadMore,3,589.27,0.3,0,6.47,1243.94,Credit Card,Shipped,Seattle,WA,United States,SELL00493,1254.6067,1243.94
92761,ORD0092762,23-05-2021,CUST011866,Aditya Patel,P00004,USB-C Charger,Home & Kitchen,Zenith,1,330.06,0.1,23.76,10.27,331.08,Debit Card,Delivered,Denver,CO,United Kingdom,SELL00971,331.0065,331.08
18884,ORD0018885,02-11-2022,CUST013677,Kabir Kapoor,P00008,4K Monitor,Toys & Games,CoreTech,3,428.89,0.05,97.79,7.13,1327.26,Amazon Pay,Delivered,Austin,TX,India,SELL00285,1326.3936,1327.26
71666,ORD0071667,01-07-2023,CUST003106,Simran Kapoor,P00013,Action Camera,Clothing,Zenith,1,297.07,0,14.85,14.88,326.8,UPI,Returned,Denver,CO,Canada,SELL01907,325.0838,326.8
19387,ORD0019388,05-08-2022,CUST026814,Kabir Kumar,P00002,Bluetooth Speaker,Clothing,Zenith,1,597.31,0,47.78,3.42,648.51,UPI,Delivered,Los Angeles,CA,United States,SELL01254,648.5346,648.51
84288,ORD0084289,28-10-2023,CUST034319,Ritika Patel,P00014,Drone Mini,Toys & Games,KiddoFun,3,166.48,0,24.97,0.15,524.56,UPI,Delivered,San Antonio,TX,United States,SELL00407,526.2608,524.56
59865,ORD0059866,20-05-2023,CUST000806,Simran Mehta,P00020,Office Chair,Toys & Games,Zenith,5,93.8,0.05,35.64,11.1,492.29,Net Banking,Delivered,San Antonio,TX,Australia,SELL00246,493.9314,492.29
10443,ORD0010444,17-06-2021,CUST029715,Simran Gupta,P00039,Graphic Tablet,Electronics,HomeEase,1,9.86,0.1,0.71,3.97,13.55,Credit Card,Delivered,Chicago,IL,United States,SELL01243,13.5349,13.55
28423,ORD0028424,26-01-2023,CUST012266,Anjali Gupta,P00050,Novel Bestseller,Electronics,FitLife,5,423.44,0.05,241.36,10.41,2263.11,Debit Card,Shipped,Washington,DC,Canada,SELL01550,2263.7925,2263.11
32338,ORD0032339,05-11-2022,CUST004231,Ritika Mehta,P00013,Action Camera,Home & Kitchen,BrightLux,2,318.08,0,31.81,14.37,682.34,Credit Card,Shipped,Jacksonville,FL,United States,SELL01986,681.6443,682.34
79874,ORD0079875,08-01-2024,CUST009377,Aditya Sharma,P00041,Webcam Full HD,Home & Kitchen,CoreTech,5,116.32,0.05,66.3,6.84,625.66,UPI,Delivered,Chicago,IL,Australia,SELL01368,624.1961,625.66
50159,ORD0050160,20-02-2021,CUST049702,Mohit Singh,P00042,Projector Mini,Electronics,HomeEase,3,55.18,0,8.28,14.16,187.98,Net Banking,Delivered,Chicago,IL,United States,SELL01758,186.6956,187.98
45718,ORD0045719,02-12-2022,CUST011991,Vivaan Joshi,P00028,Jeans,Home & Kitchen,NexPro,1,204.21,0.05,34.92,3.45,232.37,Credit Card,Delivered,Chicago,IL,United States,SELL01897,233.086,232.37
19445,ORD0019446,23-09-2023,CUST021378,Sunita Kapoor,P00044,Power Bank 20000mAh,Books,Apex,3,235.52,0,84.79,13.79,805.14,Credit Card,Delivered,Chicago,IL,United States,SELL00249,801.5464,805.14
45032,ORD0045033,21-08-2020,CUST005686,Vivaan Verma,P00004,USB-C Charger,Toys & Games,UrbanStyle,5,297.7,0,178.62,11.35,1678.47,UPI,Delivered,San Jose,CA,United States,SELL01224,1676.6427,1678.47
46762,ORD0046763,06-07-2022,CUST045265,Sunita Kapoor,P00050,Novel Bestseller,Electronics,FitLife,1,420.6,0.25,15.77,13.64,344.86,UPI,Delivered,San Antonio,TX,United States,SELL00275,342.4063,344.86
63658,ORD0063659,04-01-2020,CUST003344,Sneha Kapoor,P00023,Cookware Set,Sports & Outdoors,BrightLux,2,578.54,0.15,118.02,5.85,1107.39,Credit Card,Delivered,San Diego,CA,United States,SELL01817,1109.449,1107.39
67925,ORD0067926,28-08-2020,CUST038426,Anjali Reddy,P00004,USB-C Charger,Clothing,HomeEase,4,185.85,0.1,53.52,13.15,735.73,UPI,Delivered,Washington,DC,India,SELL00123,733.4933,735.73
94051,ORD0094052,25-03-2020,CUST004050,Anjali Kumar,P00001,Wireless Earbuds,Toys & Games,ReadMore,3,239.69,0,86.29,3.42,808.78,Credit Card,Shipped,Austin,TX,Canada,SELL01980,810.3064,808.78
88458,ORD0088459,30-06-2023,CUST013186,Aman Mehta,P00039,Graphic Tablet,Sports & Outdoors,NexPro,4,92.54,0.05,17.58,0.42,369.65,Credit Card,Delivered,San Antonio,TX,United States,SELL01437,371.3393,369.65
71700,ORD0071701,09-12-2022,CUST018945,Vihaan Kapoor,P00033,Puzzle 1000pc,Books,NexPro,2,153.19,0,15.32,13.16,334.86,Debit Card,Delivered,Philadelphia,PA,United States,SELL00426,334.0482,334.86
74257,ORD0074258,24-08-2020,CUST034872,Sahil Patel,P00006,Gaming Mouse,Clothing,Zenith,1,427.25,0.2,27.34,11.82,380.96,Credit Card,Delivered,Jacksonville,FL,India,SELL00426,379.7292,380.96
79791,ORD0079792,14-06-2020,CUST005276,Pooja Singh,P00002,Bluetooth Speaker,Sports & Outdoors,FitLife,1,172.83,0.25,23.33,1.18,154.13,UPI,Delivered,Seattle,WA,United States,SELL00884,155.5284,154.13
10315,ORD0010316,22-07-2020,CUST012624,Aarav Patel,P00017,Electric Kettle,Home & Kitchen,CoreTech,2,270.27,0,64.86,1.77,607.17,Debit Card,Delivered,San Jose,CA,United States,SELL00603,608.3848,607.17
66898,ORD0066899,15-06-2023,CUST042582,Pooja Gupta,P00001,Wireless Earbuds,Electronics,ReadMore,5,242.84,0.05,92.28,0.83,1246.6,Net Banking,Delivered,New York,NY,United States,SELL01938,1247.8965,1246.6
28883,ORD0028884,22-10-2022,CUST024417,Karan Singh,P00022,Water Bottle,Toys & Games,NexPro,4,468.02,0,224.65,7.67,2104.4,Credit Card,Delivered,Fort Worth,TX,United States,SELL00824,2101.684,2104.4
46044,ORD0046045,10-06-2021,CUST012200,Pooja Kapoor,P00031,Kids Toy Car,Home & Kitchen,NexPro,5,180.29,0.05,0,9.53,865.91,UPI,Delivered,Los Angeles,CA,United States,SELL01919,871.3464,865.91
95542,ORD0095543,22-12-2020,CUST049993,Anjali Verma,P00016,Air Fryer,Toys & Games,KiddoFun,3,147.57,0.05,21.03,7.22,448.82,Credit Card,Delivered,Denver,CO,India,SELL00413,448.1211,448.82
40344,ORD0040345,11-04-2024,CUST029342,Sunita Mehta,P00018,Vacuum Cleaner,Sports & Outdoors,UrbanStyle,2,312.01,0.05,29.64,0.11,622.57,Net Banking,Delivered,Fort Worth,TX,United States,SELL01338,622.9059,622.57
91316,ORD0091317,03-02-2022,CUST018368,Aditya Gupta,P00045,Phone Tripod,Books,NexPro,1,290.18,0.2,0,5.29,237.43,Credit Card,Delivered,Phoenix,AZ,United States,SELL01834,239.6799,237.43
37121,ORD0037122,04-02-2022,CUST038147,Simran Patel,P00020,Office Chair,Electronics,UrbanStyle,3,145.6,0.2,41.93,2.38,393.75,Credit Card,Shipped,Seattle,WA,Canada,SELL01421,395.3643,393.75
2120,ORD0002121,06-11-2022,CUST024814,Vihaan Kapoor,P00028,Jeans,Toys & Games,BrightLux,4,457.3,0.05,139.02,4.54,1881.3,Credit Card,Delivered,Washington,DC,United Kingdom,SELL01341,1881.9496,1881.3
82725,ORD0082726,13-08-2023,CUST034170,Aman Joshi,P00027,Winter Jacket,Electronics,BrightLux,3,183.37,0,0,11.79,561.9,Amazon Pay,Delivered,Los Angeles,CA,India,SELL01302,560.7639,561.9
7728,ORD0007729,08-03-2021,CUST034251,Aman Sharma,P00022,Water Bottle,Books,FitLife,4,355.04,0.1,102.25,12,1392.39,Debit Card,Shipped,Austin,TX,United States,SELL01438,1391.5046,1392.39
50250,ORD0050251,19-12-2022,CUST027708,Kabir Kapoor,P00049,Children's Book,Toys & Games,CoreTech,2,284.51,0.3,31.87,10.04,440.22,UPI,Delivered,Fort Worth,TX,United States,SELL01628,443.8246,440.22
96582,ORD0096583,13-06-2021,CUST022933,Vikas Joshi,P00005,Laptop Sleeve,Electronics,FitLife,2,39.42,0.05,5.99,4.01,84.9,Amazon Pay,Delivered,Seattle,WA,United States,SELL01801,84.6385,84.9
84001,ORD0084002,20-11-2021,CUST022275,Kabir Reddy,P00029,T-Shirt,Electronics,CoreTech,4,347.88,0.05,0,14.09,1336.03,Debit Card,Delivered,Chicago,IL,United States,SELL00875,1341.4667,1336.03
62652,ORD0062653,09-01-2023,CUST001817,Aman Patel,P00014,Drone Mini,Clothing,FitLife,4,57.68,0,41.53,5.33,277.58,Amazon Pay,Delivered,Phoenix,AZ,United States,SELL01268,277.3128,277.58
95797,ORD0095798,06-06-2024,CUST006205,Sahil Reddy,P00002,Bluetooth Speaker,Clothing,NexPro,4,207.21,0.1,59.68,14.8,820.44,Amazon Pay,Delivered,Dallas,TX,United States,SELL01367,817.0404,820.44
59531,ORD0059532,22-03-2022,CUST047415,Aditya Kumar,P00014,Drone Mini,Books,FitLife,5,410.76,0,164.3,14.62,2232.72,Debit Card,Delivered,Denver,CO,United States,SELL01316,2230.143,2232.72
49099,ORD0049100,30-11-2022,CUST045242,Sunita Reddy,P00046,Car Charger,Home & Kitchen,NexPro,5,323.16,0,80.79,15,1711.59,UPI,Delivered,San Francisco,CA,United States,SELL00032,1708.4894,1711.59
20811,ORD0020812,06-07-2023,CUST006159,Sneha Patel,P00041,Webcam Full HD,Clothing,HomeEase,1,348.62,0,17.43,1.51,367.56,Credit Card,Pending,Los Angeles,CA,United States,SELL00958,368.2836,367.56
24461,ORD0024462,30-09-2024,CUST020361,Neha Gupta,P00008,4K Monitor,Clothing,KiddoFun,4,259.64,0.2,41.54,6.59,878.98,Debit Card,Delivered,Philadelphia,PA,United States,SELL01037,877.8768,878.98
99244,ORD0099245,17-03-2023,CUST011265,Arjun Kumar,P00026,Sunglasses,Sports & Outdoors,FitLife,1,465.22,0.1,33.5,14.89,467.09,Credit Card,Delivered,Philadelphia,PA,United Kingdom,SELL01098,465.72,467.09
24936,ORD0024937,15-03-2023,CUST008084,Aditya Verma,P00010,Smartwatch,Toys & Games,Zenith,1,10.53,0.25,0.63,2.36,10.89,Net Banking,Shipped,Houston,TX,United States,SELL01451,11.1672,10.89
46872,ORD0046873,10-05-2024,CUST047592,Neha Reddy,P00021,Backpack,Electronics,UrbanStyle,3,213.91,0.15,0,3.97,549.44,Credit Card,Delivered,Los Angeles,CA,India,SELL00609,550.4619,549.44
70891,ORD0070892,30-08-2021,CUST041748,Kabir Gupta,P00001,Wireless Earbuds,Toys & Games,NexPro,5,341.52,0.1,122.95,13.11,1672.9,Amazon Pay,Shipped,Austin,TX,Canada,SELL01150,1673.7091,1672.9
66236,ORD0066237,24-09-2022,CUST026378,Simran Reddy,P00027,Winter Jacket,Clothing,HomeEase,1,219.23,0.05,24.99,13.89,247.15,Credit Card,Delivered,Houston,TX,Canada,SELL00923,246.7694,247.15
64809,ORD0064810,05-11-2021,CUST028956,Kabir Joshi,P00005,Laptop Sleeve,Sports & Outdoors,CoreTech,5,478.32,0,119.58,4.04,2515.22,UPI,Delivered,Los Angeles,CA,United States,SELL00829,2516.8483,2515.22
